ID,Breed,Breed Size,Sex,Age,Weight (lbs),Spay/Neuter Status,Daily Activity Level,Diet,Food Brand,Daily Walk Distance (miles),Other Pets in Household,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F),Synthetic,Healthy
6520,Yorkshire Terrier,Small,Male,1.0,54.0,Spayed,None,,Wellness,4.0,Yes,Yes,No,12.0,0.0,None,0.0,76.0,Yes,No
6521,Bulldog,Medium,Male,6.0,28.0,Neutered,Very Active,Hard food,Royal Canin,1.0,No,Yes,No,12.0,3.0,Moderate,3.0,76.0,Yes,Yes
6522,,Medium,Female,7.0,38.0,Neutered,Low,Special diet,Nutro,4.0,Yes,No,No,14.0,1.0,None,0.0,47.0,Yes,
6523,Great Dane,Large,Female,2.0,35.0,None,Active,Home cooked,Special,1.0,Yes,No,No,10.0,0.0,Very Active,2.0,41.0,Yes,Yes
6524,Beagle,Small,Male,4.0,41.0,Neutered,Active,Wet food,Purina,2.0,No,Yes,No,11.0,3.0,Moderate,4.0,82.0,Yes,Yes
6525,Boxer,Medium,Male,13.0,34.0,Spayed,Low,Home cooked,Special,1.0,,Yes,No,10.0,3.0,Low,3.0,81.0,Yes,Yes
6526,Golden Retriever,Large,Male,3.0,36.0,None,Very Active,Home cooked,Special,3.0,Yes,Yes,No,9.0,2.0,Moderate,3.0,60.0,Yes,Yes
6527,Labrador Retriever,Large,Female,6.0,55.0,Spayed,Very Active,Wet food,Blue Buffalo,2.0,No,Yes,No,12.0,1.0,Low,0.0,49.0,Yes,Yes
6528,Bulldog,Medium,Male,13.0,45.0,Spayed,Moderate,Wet food,Blue Buffalo,1.0,,Yes,No,12.0,2.0,Moderate,,66.0,Yes,No
6529,Labrador Retriever,Large,Male,7.0,34.0,,Low,Wet food,Iams,2.0,No,No,No,12.0,2.0,None,2.0,57.0,Yes,Yes
6530,Yorkshire Terrier,Small,,3.0,54.0,Neutered,Moderate,Special diet,Hill's Science,4.0,Yes,Yes,No,12.0,1.0,None,1.0,,Yes,Yes
6531,Bulldog,Medium,,5.0,25.0,Neutered,Low,Wet food,Pedigree,1.0,Yes,No,No,11.0,0.0,Moderate,1.0,75.0,Yes,Yes
6532,Great Dane,Large,Female,13.0,42.0,Neutered,Moderate,Wet food,Nutro,2.0,Yes,Yes,No,9.0,2.0,Very Active,2.0,85.0,Yes,No
6533,Labrador Retriever,Large,Male,9.0,48.0,None,Active,Home cooked,Special,1.0,,No,Yes,10.0,0.0,Moderate,2.0,72.0,Yes,Yes
6534,Siberian Husky,Medium,Male,2.0,28.0,Neutered,Low,Home cooked,Special,2.0,Yes,Yes,No,13.0,1.0,None,1.0,41.0,Yes,Yes
6535,Rottweiler,Large,Female,13.0,61.0,Neutered,Low,Wet food,Wellness,2.0,Yes,Yes,No,10.0,1.0,None,1.0,30.0,Yes,No
6536,Poodle,Small,Female,3.0,64.0,Neutered,None,Wet food,Wellness,1.0,Yes,Yes,No,14.0,2.0,Very Active,1.0,70.0,Yes,Yes
6537,Poodle,Small,Female,8.0,59.0,Spayed,None,Special diet,Nutro,2.0,No,Yes,No,12.0,2.0,None,1.0,33.0,Yes,Yes
6538,Chihuahua,Small,Male,4.0,48.0,Spayed,None,Hard food,Blue Buffalo,4.0,,No,No,13.0,3.0,None,1.0,67.0,Yes,Yes
6539,Poodle,Small,Female,2.0,58.0,Neutered,Very Active,Special diet,Hill's Science,2.0,No,No,No,14.0,0.0,Very Active,1.0,53.0,Yes,Yes
6540,Siberian Husky,Medium,Male,5.0,47.0,Neutered,None,Wet food,Iams,2.0,No,Yes,No,9.0,1.0,Low,1.0,61.0,Yes,Yes
6541,Boxer,Medium,Female,13.0,22.0,Spayed,Active,Special diet,Nutro,2.0,No,No,No,11.0,2.0,Moderate,2.0,83.0,Yes,Yes
6542,Great Dane,,Female,11.0,27.0,Spayed,Very Active,Hard food,Iams,2.0,No,Yes,No,12.0,3.0,,0.0,,Yes,No
6543,Dachshund,Small,Male,8.0,25.0,Spayed,Active,Wet food,Purina,4.0,Yes,Yes,No,11.0,3.0,Very Active,2.0,72.0,Yes,Yes
6544,Rottweiler,Large,Female,7.0,,None,Moderate,Special diet,Purina,3.0,No,No,Yes,14.0,2.0,None,2.0,55.0,Yes,Yes
6545,Golden Retriever,Large,Male,13.0,67.0,Neutered,Active,,Special,2.0,No,,No,8.0,0.0,Active,2.0,48.0,Yes,Yes
6546,Siberian Husky,Medium,Female,8.0,61.0,Spayed,Very Active,Hard food,Iams,0.0,Yes,Yes,No,,3.0,Active,3.0,46.0,Yes,Yes
6547,Golden Retriever,Large,Female,9.0,61.0,Spayed,Active,Special diet,Nutro,,Yes,No,No,,2.0,Low,2.0,43.0,Yes,Yes
6548,Labrador Retriever,,Female,6.0,45.0,None,Low,Special diet,Blue Buffalo,2.0,No,Yes,No,11.0,3.0,Low,2.0,55.0,Yes,Yes
6549,,Small,Female,4.0,36.0,Spayed,Low,Home cooked,Special,5.0,Yes,Yes,,10.0,2.0,None,3.0,73.0,Yes,Yes
6550,Beagle,Small,Male,6.0,47.0,Neutered,None,Wet food,Nutro,1.0,No,Yes,No,10.0,0.0,None,3.0,76.0,Yes,Yes
6551,Boxer,Medium,Female,1.0,50.0,Spayed,Very Active,Wet food,Wellness,2.0,Yes,No,No,11.0,2.0,None,4.0,56.0,Yes,Yes
6552,Chihuahua,Small,Male,3.0,35.0,Spayed,Very Active,Wet food,Blue Buffalo,1.0,Yes,No,No,14.0,3.0,Moderate,2.0,48.0,Yes,Yes
6553,Golden Retriever,Large,Male,1.0,43.0,Neutered,Low,Home cooked,Special,3.0,No,No,No,13.0,1.0,Active,3.0,58.0,Yes,Yes
6554,Labrador Retriever,Large,Male,12.0,12.0,None,Low,Special diet,Wellness,2.0,Yes,No,No,10.0,3.0,Moderate,3.0,57.0,Yes,No
6555,Labrador Retriever,Large,Male,9.0,69.0,Spayed,Moderate,Home cooked,Special,2.0,No,No,No,13.0,3.0,None,3.0,77.0,Yes,Yes
6556,Golden Retriever,Large,Female,2.0,45.0,,Active,Special diet,Hill's Science,,Yes,No,No,8.0,2.0,Moderate,2.0,78.0,Yes,Yes
6557,German Shepherd,Large,Male,1.0,42.0,Spayed,Very Active,Home cooked,Special,5.0,No,No,No,12.0,2.0,Moderate,4.0,37.0,Yes,Yes
6558,Boxer,Medium,Female,10.0,69.0,Neutered,Low,Special diet,Nutro,0.0,Yes,Yes,No,13.0,1.0,Active,2.0,71.0,Yes,Yes
6559,Australian Shepherd,Medium,Male,9.0,31.0,Neutered,Low,Hard food,Royal Canin,2.0,Yes,No,No,9.0,0.0,Very Active,1.0,76.0,Yes,Yes
6560,Doberman,Large,Female,12.0,51.0,Neutered,Moderate,Special diet,Pedigree,3.0,No,No,No,10.0,2.0,Very Active,0.0,90.0,Yes,Yes
6561,Beagle,Small,Male,2.0,53.0,Neutered,Moderate,Special diet,Purina,2.0,No,Yes,No,12.0,2.0,Low,0.0,67.0,Yes,Yes
6562,German Shepherd,Large,Female,6.0,30.0,Spayed,Moderate,Hard food,Purina,3.0,Yes,Yes,No,10.0,2.0,Very Active,4.0,55.0,Yes,Yes
6563,Great Dane,Large,Female,6.0,51.0,None,Moderate,Hard food,Iams,,No,No,No,9.0,0.0,Very Active,1.0,92.0,Yes,Yes
6564,Siberian Husky,Medium,Female,4.0,38.0,None,Active,Hard food,Hill's Science,2.0,No,No,No,14.0,2.0,Active,2.0,75.0,Yes,Yes
6565,,Large,Male,10.0,59.0,Spayed,Active,Special diet,Purina,3.0,,Yes,No,12.0,2.0,Moderate,1.0,63.0,Yes,Yes
6566,Siberian Husky,Medium,Male,10.0,31.0,Spayed,None,Wet food,Hill's Science,4.0,No,No,No,11.0,1.0,Moderate,2.0,37.0,Yes,Yes
6567,Yorkshire Terrier,Small,Female,10.0,46.0,Spayed,None,Wet food,Wellness,3.0,No,No,No,10.0,2.0,Moderate,1.0,81.0,Yes,Yes
6568,Rottweiler,Large,Male,2.0,42.0,Spayed,Very Active,Home cooked,Special,1.0,Yes,Yes,No,9.0,2.0,Low,2.0,65.0,Yes,Yes
6569,Poodle,Small,Female,2.0,47.0,Neutered,Low,Home cooked,Special,3.0,Yes,No,No,11.0,0.0,Moderate,3.0,56.0,Yes,Yes
6570,Bulldog,Medium,Female,2.0,36.0,Neutered,Active,Wet food,Royal Canin,4.0,No,Yes,No,11.0,2.0,Low,0.0,60.0,Yes,Yes
6571,Chihuahua,Small,Male,11.0,57.0,None,Moderate,Hard food,Blue Buffalo,1.0,Yes,,No,11.0,2.0,Low,2.0,41.0,Yes,No
6572,Yorkshire Terrier,Small,Female,2.0,,Spayed,,Wet food,Wellness,3.0,No,Yes,No,11.0,3.0,Very Active,3.0,86.0,Yes,Yes
6573,Yorkshire Terrier,Small,,11.0,73.0,Spayed,Active,Special diet,Hill's Science,3.0,No,Yes,No,9.0,2.0,Low,0.0,67.0,Yes,Yes
6574,Yorkshire Terrier,Small,Male,3.0,41.0,Neutered,Active,Special diet,Hill's Science,4.0,No,No,No,8.0,1.0,Low,2.0,84.0,Yes,Yes
6575,Siberian Husky,Medium,,3.0,31.0,Neutered,,Hard food,Royal Canin,3.0,No,Yes,No,11.0,1.0,Very Active,2.0,62.0,Yes,Yes
6576,Beagle,Small,Male,11.0,63.0,Neutered,Active,Hard food,Pedigree,1.0,No,Yes,No,11.0,1.0,None,3.0,55.0,Yes,Yes
6577,Bulldog,Medium,Female,13.0,10.0,None,None,Hard food,Wellness,2.0,No,Yes,No,11.0,2.0,Low,2.0,74.0,Yes,No
6578,Boxer,Medium,Male,1.0,32.0,Neutered,,Wet food,Royal Canin,3.0,No,Yes,No,11.0,1.0,Very Active,4.0,51.0,Yes,No
6579,Labrador Retriever,,Female,10.0,54.0,Neutered,Active,Wet food,Pedigree,,No,No,No,9.0,2.0,Active,0.0,57.0,Yes,Yes
6580,German Shepherd,Large,Male,5.0,39.0,Spayed,Low,Home cooked,,2.0,Yes,Yes,No,11.0,2.0,Active,1.0,71.0,Yes,Yes
6581,Golden Retriever,Large,Male,2.0,35.0,,Very Active,Home cooked,Special,1.0,Yes,Yes,No,,3.0,Low,1.0,61.0,Yes,Yes
6582,German Shepherd,Large,Male,12.0,60.0,Neutered,Low,Home cooked,Special,3.0,Yes,Yes,No,10.0,1.0,Very Active,2.0,66.0,Yes,Yes
6583,Great Dane,Large,Male,6.0,74.0,,Very Active,Home cooked,Special,4.0,Yes,No,No,10.0,2.0,Very Active,1.0,54.0,Yes,Yes
6584,Chihuahua,Small,Male,2.0,46.0,Neutered,Low,Wet food,Nutro,2.0,No,No,No,13.0,0.0,Moderate,0.0,75.0,Yes,Yes
6585,Boxer,Medium,Female,3.0,,None,Active,Special diet,Nutro,3.0,No,Yes,No,10.0,2.0,None,3.0,58.0,Yes,Yes
6586,German Shepherd,Large,Male,12.0,55.0,Spayed,Moderate,Home cooked,Special,,No,No,No,11.0,2.0,Active,3.0,65.0,Yes,Yes
6587,Bulldog,Medium,Female,9.0,55.0,Neutered,Moderate,Home cooked,Special,1.0,Yes,Yes,No,10.0,0.0,None,2.0,59.0,Yes,Yes
6588,Boxer,Medium,Male,9.0,56.0,Neutered,Low,Special diet,Blue Buffalo,2.0,Yes,Yes,No,11.0,2.0,Very Active,4.0,63.0,Yes,Yes
6589,Siberian Husky,Medium,Female,12.0,23.0,Neutered,Moderate,Home cooked,Special,1.0,Yes,No,No,9.0,0.0,Very Active,0.0,56.0,Yes,No
6590,Boxer,Medium,Male,11.0,52.0,Neutered,Low,Hard food,Purina,3.0,Yes,Yes,No,11.0,1.0,Moderate,0.0,76.0,Yes,No
6591,Chihuahua,Small,Female,1.0,36.0,Spayed,Moderate,Hard food,,,No,No,No,12.0,1.0,None,1.0,30.0,Yes,Yes
6592,Siberian Husky,Medium,Female,9.0,40.0,Spayed,Very Active,Hard food,Hill's Science,3.0,No,No,No,14.0,1.0,Moderate,2.0,65.0,Yes,Yes
6593,Labrador Retriever,Large,Female,12.0,60.0,Neutered,Very Active,,Wellness,2.0,No,No,No,11.0,1.0,Very Active,1.0,51.0,Yes,
6594,Boxer,Medium,Male,9.0,59.0,None,Moderate,Special diet,Blue Buffalo,3.0,No,No,No,11.0,2.0,Moderate,0.0,64.0,Yes,No
6595,Rottweiler,Large,Male,7.0,61.0,None,Low,Special diet,Hill's Science,4.0,No,Yes,No,9.0,0.0,None,1.0,66.0,Yes,Yes
6596,Rottweiler,Large,Female,12.0,56.0,None,Low,Special diet,,6.0,No,Yes,No,11.0,2.0,Very Active,2.0,78.0,Yes,No
6597,German Shepherd,Large,Male,1.0,61.0,Neutered,None,Special diet,Purina,4.0,Yes,Yes,No,10.0,2.0,Active,,61.0,Yes,Yes
6598,Rottweiler,Large,Male,13.0,66.0,Neutered,Very Active,Special diet,Blue Buffalo,4.0,Yes,Yes,No,14.0,2.0,None,4.0,65.0,,Yes
6599,Yorkshire Terrier,Small,Female,8.0,55.0,Spayed,None,Home cooked,Special,4.0,No,Yes,No,9.0,2.0,Very Active,2.0,70.0,Yes,Yes
6600,Dachshund,Small,Female,11.0,66.0,Spayed,None,,Pedigree,3.0,Yes,No,No,12.0,2.0,Low,2.0,76.0,Yes,Yes
6601,Dachshund,Small,Male,10.0,61.0,Neutered,Low,Hard food,Hill's Science,2.0,No,No,No,11.0,2.0,Low,2.0,75.0,Yes,Yes
6602,Golden Retriever,Large,Female,3.0,,Spayed,None,Hard food,Iams,3.0,Yes,Yes,No,11.0,2.0,None,2.0,73.0,Yes,Yes
6603,Beagle,,Male,10.0,26.0,Neutered,Very Active,Hard food,Iams,2.0,No,Yes,No,14.0,1.0,Very Active,2.0,74.0,Yes,Yes
6604,Golden Retriever,Large,Male,13.0,21.0,Neutered,None,Special diet,Blue Buffalo,4.0,No,Yes,No,11.0,0.0,None,3.0,63.0,Yes,No
6605,Dachshund,Small,Male,3.0,49.0,Neutered,Moderate,Home cooked,Special,6.0,No,Yes,No,10.0,4.0,Low,1.0,,Yes,Yes
6606,Bulldog,Medium,Female,1.0,50.0,None,Low,Home cooked,Special,2.0,No,Yes,No,11.0,1.0,Moderate,1.0,66.0,Yes,No
6607,Bulldog,Medium,Male,9.0,75.0,Neutered,Active,Hard food,Pedigree,2.0,Yes,No,No,14.0,1.0,None,1.0,59.0,Yes,Yes
6608,Doberman,Large,Male,7.0,63.0,Spayed,Active,Special diet,Hill's Science,2.0,Yes,Yes,No,,2.0,Moderate,2.0,69.0,Yes,Yes
6609,Beagle,Small,Female,8.0,45.0,Spayed,Active,Hard food,Blue Buffalo,2.0,No,Yes,No,10.0,2.0,Low,2.0,66.0,Yes,Yes
6610,Doberman,Large,Male,2.0,48.0,None,None,Special diet,Nutro,2.0,No,No,No,10.0,2.0,Active,2.0,78.0,,Yes
6611,Poodle,Small,Female,3.0,43.0,Spayed,None,Wet food,Royal Canin,0.0,Yes,No,No,12.0,2.0,Low,0.0,53.0,Yes,Yes
6612,Doberman,Large,Male,4.0,25.0,None,,Special diet,Nutro,6.0,Yes,No,No,12.0,1.0,None,1.0,71.0,Yes,Yes
6613,Beagle,Small,Female,1.0,36.0,None,Active,Home cooked,Special,1.0,No,Yes,No,11.0,2.0,Moderate,1.0,71.0,Yes,Yes
6614,Beagle,Small,Female,6.0,45.0,None,Low,Hard food,Nutro,4.0,No,No,No,13.0,2.0,None,2.0,83.0,Yes,Yes
6615,Rottweiler,Large,Male,8.0,32.0,Neutered,Active,Wet food,,2.0,Yes,Yes,No,11.0,2.0,Low,2.0,50.0,Yes,Yes
6616,Poodle,Small,Female,3.0,91.0,Spayed,Active,Hard food,Purina,1.0,No,Yes,No,11.0,4.0,Moderate,1.0,54.0,Yes,Yes
6617,Boxer,Medium,,,42.0,None,Very Active,Hard food,Purina,3.0,No,Yes,No,12.0,2.0,Low,1.0,77.0,Yes,No
6618,Yorkshire Terrier,Small,Male,10.0,54.0,Spayed,Very Active,Home cooked,Special,4.0,Yes,,No,12.0,2.0,Very Active,4.0,71.0,Yes,Yes
6619,Great Dane,Large,Female,4.0,40.0,Spayed,Moderate,Hard food,Pedigree,0.0,No,No,No,12.0,1.0,Active,2.0,60.0,Yes,Yes
6620,Dachshund,Small,Male,11.0,64.0,Neutered,None,Home cooked,Special,4.0,Yes,No,No,12.0,1.0,None,2.0,64.0,Yes,Yes
6621,Siberian Husky,,Female,10.0,54.0,None,Active,Wet food,,,Yes,Yes,No,14.0,2.0,Active,0.0,44.0,Yes,No
6622,Dachshund,Small,Female,1.0,56.0,None,Moderate,Hard food,Iams,3.0,No,Yes,,12.0,1.0,Moderate,2.0,,Yes,No
6623,Labrador Retriever,Large,Male,10.0,40.0,Neutered,Low,Special diet,Hill's Science,1.0,Yes,Yes,No,10.0,3.0,Low,3.0,98.0,Yes,Yes
6624,Dachshund,Small,Male,9.0,35.0,Neutered,Low,Home cooked,Special,2.0,No,Yes,No,13.0,1.0,Active,0.0,94.0,Yes,No
6625,Beagle,Small,Female,5.0,74.0,Neutered,None,Home cooked,Special,,Yes,No,No,13.0,0.0,Active,2.0,95.0,Yes,Yes
6626,Boxer,,Female,12.0,49.0,Spayed,Moderate,Hard food,Purina,2.0,Yes,No,No,12.0,3.0,None,3.0,83.0,Yes,Yes
6627,Poodle,Small,Male,11.0,46.0,Spayed,Very Active,Hard food,Wellness,0.0,Yes,Yes,No,10.0,1.0,None,3.0,78.0,Yes,Yes
6628,Bulldog,Medium,Male,9.0,40.0,Neutered,Active,,Wellness,2.0,No,No,No,12.0,2.0,Very Active,0.0,78.0,Yes,Yes
6629,Bulldog,Medium,Male,10.0,39.0,Spayed,Active,Special diet,Nutro,3.0,No,Yes,No,11.0,2.0,Active,1.0,69.0,Yes,Yes
6630,German Shepherd,Large,Male,13.0,71.0,Spayed,Low,Wet food,Hill's Science,3.0,No,No,No,11.0,1.0,None,1.0,53.0,Yes,Yes
6631,Poodle,Small,Male,9.0,36.0,Neutered,Moderate,Hard food,Hill's Science,2.0,No,Yes,No,11.0,0.0,Very Active,0.0,68.0,Yes,No
6632,Beagle,Small,Male,10.0,50.0,None,Low,Wet food,Royal Canin,4.0,No,No,No,11.0,1.0,Very Active,1.0,52.0,Yes,No
6633,Dachshund,Small,Female,13.0,67.0,None,Low,Wet food,Iams,4.0,Yes,No,No,12.0,2.0,Moderate,1.0,49.0,Yes,No
6634,Australian Shepherd,Medium,Female,1.0,65.0,Spayed,Moderate,Hard food,Blue Buffalo,2.0,Yes,Yes,No,9.0,2.0,None,3.0,62.0,Yes,No
6635,Bulldog,Medium,Male,2.0,48.0,None,Very Active,Hard food,Wellness,3.0,Yes,No,No,9.0,0.0,None,1.0,31.0,Yes,Yes
6636,Boxer,Medium,Female,1.0,34.0,Spayed,None,Home cooked,Special,3.0,Yes,No,No,14.0,1.0,Active,0.0,46.0,Yes,Yes
6637,Doberman,Large,Female,12.0,48.0,Spayed,Moderate,Home cooked,Special,1.0,No,Yes,No,11.0,2.0,Active,1.0,48.0,Yes,Yes
6638,Rottweiler,Large,Male,9.0,27.0,Spayed,Moderate,Hard food,Pedigree,4.0,No,Yes,No,12.0,3.0,Low,2.0,64.0,Yes,No
6639,Siberian Husky,Medium,Male,6.0,41.0,Neutered,None,Special diet,Iams,1.0,No,No,No,11.0,2.0,Active,2.0,58.0,Yes,Yes
6640,Australian Shepherd,Medium,Female,6.0,45.0,Neutered,Active,Special diet,Royal Canin,3.0,No,Yes,No,14.0,2.0,Active,0.0,60.0,,Yes
6641,Golden Retriever,Large,Female,9.0,44.0,None,Moderate,Special diet,Blue Buffalo,3.0,Yes,Yes,No,11.0,3.0,Moderate,2.0,55.0,Yes,No
6642,Great Dane,Large,Male,3.0,42.0,Neutered,Very Active,Special diet,Royal Canin,1.0,No,No,No,9.0,2.0,Low,3.0,56.0,Yes,Yes
6643,Labrador Retriever,Large,Male,13.0,42.0,None,,Wet food,Blue Buffalo,2.0,Yes,No,No,13.0,2.0,None,1.0,89.0,Yes,No
6644,Doberman,Large,Female,3.0,44.0,Neutered,Moderate,Home cooked,Special,2.0,No,No,No,12.0,2.0,Low,0.0,69.0,Yes,Yes
6645,Dachshund,Small,Female,13.0,40.0,Spayed,Moderate,Wet food,Purina,1.0,Yes,Yes,No,11.0,3.0,,1.0,68.0,Yes,No
6646,Australian Shepherd,Medium,,10.0,38.0,Neutered,Moderate,Wet food,Nutro,4.0,No,No,No,10.0,2.0,Moderate,2.0,58.0,Yes,Yes
6647,Golden Retriever,Large,Female,6.0,50.0,Spayed,None,Wet food,Purina,3.0,No,No,No,14.0,2.0,Very Active,0.0,55.0,Yes,Yes
6648,Boxer,Medium,,6.0,62.0,Neutered,Moderate,Wet food,Purina,3.0,No,Yes,No,11.0,2.0,Very Active,0.0,77.0,Yes,No
6649,,Large,Female,5.0,50.0,None,Moderate,Home cooked,Special,2.0,No,No,No,11.0,3.0,Low,1.0,45.0,Yes,Yes
6650,Doberman,Large,Female,9.0,49.0,None,Low,Home cooked,Special,2.0,No,Yes,Yes,11.0,1.0,Moderate,2.0,81.0,Yes,No
6651,Yorkshire Terrier,Small,Female,12.0,38.0,Spayed,Active,Wet food,Hill's Science,3.0,Yes,No,No,10.0,1.0,Moderate,0.0,61.0,Yes,Yes
6652,Golden Retriever,Large,Male,6.0,57.0,Neutered,Active,Hard food,Iams,2.0,No,Yes,No,11.0,1.0,None,2.0,37.0,Yes,Yes
6653,Chihuahua,Small,,6.0,66.0,Neutered,Low,Hard food,Hill's Science,2.0,No,Yes,,12.0,2.0,Active,0.0,81.0,Yes,No
6654,Australian Shepherd,Medium,Male,8.0,51.0,Spayed,Very Active,Home cooked,Special,3.0,No,No,No,11.0,1.0,Low,0.0,31.0,Yes,Yes
6655,Boxer,Medium,Female,4.0,43.0,Neutered,Active,,Nutro,2.0,Yes,Yes,No,12.0,0.0,Very Active,2.0,80.0,Yes,Yes
6656,Rottweiler,Large,,8.0,46.0,None,None,Home cooked,Special,5.0,No,Yes,No,10.0,1.0,Active,1.0,55.0,Yes,Yes
6657,Great Dane,Large,Male,3.0,39.0,None,Active,Wet food,Nutro,,No,No,No,13.0,0.0,Very Active,2.0,65.0,Yes,Yes
6658,Golden Retriever,Large,Male,5.0,67.0,None,Active,Hard food,Hill's Science,0.0,Yes,Yes,No,12.0,1.0,Active,1.0,51.0,Yes,Yes
6659,Golden Retriever,,Female,11.0,32.0,None,Active,Special diet,Hill's Science,3.0,Yes,,No,12.0,2.0,Moderate,0.0,54.0,Yes,Yes
6660,Dachshund,Small,Male,6.0,49.0,Spayed,Very Active,Hard food,Hill's Science,3.0,Yes,No,No,11.0,1.0,Low,1.0,57.0,Yes,Yes
6661,Dachshund,Small,Male,1.0,40.0,None,Very Active,Wet food,Wellness,2.0,Yes,No,No,11.0,1.0,Moderate,2.0,64.0,Yes,Yes
6662,Boxer,Medium,Female,2.0,55.0,Neutered,Low,Home cooked,Special,1.0,Yes,Yes,No,13.0,0.0,Active,2.0,52.0,Yes,Yes
6663,,Large,Male,10.0,17.0,Neutered,Active,Home cooked,Special,1.0,No,Yes,No,12.0,2.0,Low,1.0,75.0,Yes,Yes
6664,German Shepherd,Large,Female,4.0,27.0,None,Low,Home cooked,Special,2.0,Yes,Yes,No,14.0,2.0,None,1.0,60.0,Yes,Yes
6665,Poodle,Small,Female,10.0,39.0,Spayed,None,Wet food,Iams,3.0,Yes,Yes,No,14.0,2.0,None,,75.0,Yes,No
6666,Yorkshire Terrier,,Female,9.0,60.0,None,,Special diet,Nutro,2.0,No,No,No,9.0,1.0,Very Active,3.0,66.0,Yes,Yes
6667,Dachshund,Small,Male,6.0,71.0,None,Very Active,Home cooked,Special,3.0,No,Yes,No,12.0,1.0,Low,2.0,51.0,Yes,Yes
6668,Doberman,Large,Female,7.0,48.0,Spayed,Active,Wet food,,3.0,No,No,No,12.0,1.0,None,4.0,96.0,Yes,Yes
6669,Chihuahua,Small,Male,,35.0,Neutered,None,Home cooked,Special,1.0,No,No,No,14.0,1.0,Very Active,0.0,64.0,Yes,Yes
6670,Australian Shepherd,Medium,Female,9.0,65.0,None,Moderate,Special diet,Iams,4.0,No,Yes,No,10.0,1.0,Moderate,1.0,71.0,Yes,No
6671,Dachshund,Small,Male,7.0,65.0,Neutered,Active,Home cooked,Special,0.0,Yes,Yes,No,11.0,,Low,1.0,84.0,Yes,Yes
6672,Bulldog,Medium,Female,2.0,60.0,Spayed,Low,Home cooked,Special,3.0,No,Yes,No,12.0,3.0,Moderate,1.0,70.0,Yes,Yes
6673,Great Dane,Large,Female,,44.0,None,None,Home cooked,,4.0,Yes,No,No,12.0,2.0,Moderate,2.0,83.0,Yes,Yes
6674,Bulldog,Medium,Male,7.0,,Neutered,Moderate,Hard food,Nutro,1.0,Yes,Yes,No,11.0,1.0,Moderate,2.0,50.0,Yes,Yes
6675,Golden Retriever,Large,Female,6.0,,Spayed,None,Hard food,Pedigree,3.0,No,No,No,,0.0,Very Active,0.0,70.0,Yes,Yes
6676,Rottweiler,Large,,3.0,48.0,Neutered,Moderate,Home cooked,Special,3.0,Yes,No,No,9.0,2.0,,0.0,61.0,Yes,Yes
6677,Chihuahua,Small,Female,13.0,57.0,Spayed,Active,Wet food,Royal Canin,3.0,No,No,No,10.0,2.0,Low,1.0,42.0,Yes,Yes
6678,Dachshund,Small,Female,4.0,53.0,Neutered,Moderate,Hard food,Purina,5.0,Yes,No,No,10.0,2.0,Active,2.0,57.0,,
6679,Golden Retriever,Large,Female,9.0,45.0,None,None,Hard food,Hill's Science,2.0,No,No,Yes,13.0,0.0,Low,4.0,44.0,Yes,No
6680,Great Dane,,Female,2.0,33.0,Neutered,None,Special diet,Iams,0.0,No,Yes,No,10.0,,Moderate,1.0,82.0,Yes,Yes
6681,Rottweiler,Large,Female,8.0,46.0,Spayed,None,Hard food,Purina,3.0,No,Yes,Yes,10.0,1.0,Moderate,3.0,59.0,Yes,No
6682,Labrador Retriever,Large,Male,8.0,45.0,Neutered,Moderate,Special diet,Hill's Science,3.0,No,No,No,10.0,2.0,Moderate,2.0,68.0,Yes,Yes
6683,Poodle,Small,Female,9.0,44.0,None,Moderate,Wet food,Pedigree,4.0,No,Yes,No,9.0,2.0,Moderate,1.0,77.0,Yes,No
6684,Labrador Retriever,Large,Male,10.0,36.0,Spayed,Low,Home cooked,Special,2.0,Yes,Yes,No,12.0,0.0,None,1.0,37.0,Yes,Yes
6685,Golden Retriever,Large,Male,4.0,52.0,Spayed,Active,Home cooked,Special,3.0,No,Yes,No,12.0,0.0,Moderate,3.0,66.0,Yes,Yes
6686,German Shepherd,Large,Male,4.0,73.0,Spayed,Very Active,Hard food,Purina,4.0,No,No,No,9.0,2.0,Moderate,0.0,,Yes,Yes
6687,Doberman,Large,Male,13.0,42.0,Neutered,Low,Wet food,Royal Canin,1.0,Yes,No,No,9.0,1.0,Active,1.0,56.0,Yes,Yes
6688,Australian Shepherd,Medium,Male,5.0,11.0,None,Low,Special diet,Hill's Science,3.0,No,No,No,9.0,2.0,Very Active,0.0,53.0,Yes,No
6689,Doberman,Large,Female,13.0,29.0,Spayed,Low,Wet food,Royal Canin,2.0,Yes,Yes,No,10.0,1.0,Low,2.0,57.0,Yes,No
6690,Doberman,Large,,6.0,57.0,Spayed,Active,Wet food,Pedigree,2.0,No,No,Yes,10.0,1.0,Moderate,1.0,81.0,Yes,Yes
6691,Dachshund,Small,Male,3.0,78.0,Spayed,None,Special diet,Hill's Science,0.0,Yes,No,No,12.0,0.0,Low,2.0,53.0,Yes,Yes
6692,Bulldog,Medium,Female,1.0,33.0,Neutered,Very Active,Home cooked,Special,3.0,No,Yes,No,11.0,0.0,Very Active,4.0,60.0,Yes,Yes
